tokenInText	tokenInSentence	sentenceNumber	token	posTag	lemma	neTag
1759	22	90	about	IN	about	
1760	23	90	the	DT	the	
1761	24	90	house	NN	house	
1762	25	90	in	IN	in	
1763	26	90	which	WDT	which	
1764	27	90	I	PRP	i	
1765	28	90	grew	VBD	grow	
1766	29	90	up	RP	up	
1767	30	90	,	,	,	
1768	31	90	or	CC	or	
1769	32	90	about	IN	about	
1770	33	90	my	PRP$	my	
1771	34	90	mother	NN	mother	
1772	35	90	and	CC	and	
1773	36	90	father	NN	father	
1774	37	90	,	,	,	
1775	38	90	or	CC	or	
1776	39	90	my	PRP$	my	
1777	40	90	older	JJR	old	
1778	41	90	sister	NN	sister	
1779	42	90	-	HYPH	-	
1780	43	90	and	CC	and	
1781	44	90	certainly	RB	certainly	
1782	45	90	not	RB	not	
1783	46	90	about	IN	about	
1784	47	90	how	WRB	how	
1785	48	90	I	PRP	i	
1786	49	90	became	VBD	become	
1787	50	90	a	DT	a	
1788	51	90	geisha	NN	geisha	
1789	52	90	,	,	,	
1790	53	90	or	CC	or	
1791	54	90	what	WP	what	
1792	55	90	it	PRP	it	
1793	56	90	was	VBD	be	
1794	57	90	like	IN	like	
1795	58	90	to	TO	to	
1796	59	90	be	VB	be	
1797	60	90	one	CD	one	
1798	61	90	.	.	.	
1799	1	91	Most	JJS	most	
1800	2	91	people	NNS	people	
1801	3	91	would	MD	would	
1802	4	91	much	RB	much	
1803	5	91	rather	RB	rather	
1804	6	91	carry	VB	carry	
1805	7	91	on	RP	on	
1806	8	91	with	IN	with	
1807	9	91	their	PRP$	their	
1808	10	91	fantasies	NNS	fantasy	
1809	11	91	that	WDT	that	
1810	12	91	my	PRP$	my	
1811	13	91	mother	NN	mother	
1812	14	91	and	CC	and	
1813	15	91	grandmother	NN	grandmother	
1814	16	91	were	VBD	be	
1815	17	91	geisha	NN	geisha	
1816	18	91	,	,	,	
1817	19	91	and	CC	and	
1818	20	91	that	IN	that	
1819	21	91	I	PRP	i	
1820	22	91	began	VBD	begin	
1821	23	91	my	PRP$	my	
1822	24	91	training	NN	training	
1823	25	91	in	IN	in	
1824	26	91	dance	NN	dance	
1825	27	91	when	WRB	when	
1826	28	91	I	PRP	i	
1827	29	91	was	VBD	be	
1828	30	91	weaned	VBN	wean	
1829	31	91	from	IN	from	
1830	32	91	the	DT	the	
1831	33	91	breast	NN	breast	
1832	34	91	,	,	,	
1833	35	91	and	CC	and	
1834	36	91	so	RB	so	
1835	37	91	on	RB	on	
1836	38	91	.	.	.	
1837	1	92	As	IN	as	
1838	2	92	a	DT	a	
1839	3	92	matter	NN	matter	
1840	4	92	of	IN	of	
1841	5	92	fact	NN	fact	
1842	6	92	,	,	,	
1843	7	92	one	CD	one	CARDINAL
1844	8	92	day	NN	day	
1845	9	92	many	JJ	many	DATE
1846	10	92	years	NNS	year	DATE
1847	11	92	ago	RB	ago	DATE
1848	12	92	I	PRP	i	
1849	13	92	was	VBD	be	
1850	14	92	pouring	VBG	pour	
1851	15	92	a	DT	a	
1852	16	92	cup	NN	cup	
1853	17	92	of	IN	of	
1854	18	92	sake	NN	sake	
1855	19	92	for	IN	for	
1856	20	92	a	DT	a	
1857	21	92	man	NN	man	
1858	22	92	who	WP	who	
1859	23	92	happened	VBD	happen	
1860	24	92	to	TO	to	
1861	25	92	mention	VB	mention	
1862	26	92	that	IN	that	
1863	27	92	he	PRP	he	
1864	28	92	had	VBD	have	
1865	29	92	been	VBN	be	
1866	30	92	in	IN	in	
1867	31	92	Yoroido	NNP	yoroido	GPE
1868	32	92	only	RB	only	
1869	33	92	the	DT	the	
1870	34	92	previous	JJ	previous	
1871	35	92	week	NN	week	
1872	36	92	.	.	.	
1873	1	93	Well	UH	well	
1874	2	93	,	,	,	
1875	3	93	I	PRP	i	
1876	4	93	felt	VBD	feel	
1877	5	93	as	IN	as	
1878	6	93	a	DT	a	
1879	7	93	bird	NN	bird	
1880	8	93	must	MD	must	
1881	9	93	feel	VB	feel	
1882	10	93	when	WRB	when	
1883	11	93	it	PRP	it	
1884	12	93	has	VBZ	have	
1885	13	93	flown	VBN	fly	
1886	14	93	across	IN	across	
1887	15	93	the	DT	the	
1888	16	93	ocean	NN	ocean	
1889	17	93	and	CC	and	
1890	18	93	comes	VBZ	come	
1891	19	93	upon	IN	upon	
1892	20	93	a	DT	a	
1893	21	93	creature	NN	creature	
1894	22	93	that	WDT	that	
1895	23	93	knows	VBZ	know	
1896	24	93	its	PRP$	its	
1897	25	93	nest	NN	nest	
1898	26	93	.	.	.	
1899	1	94	I	PRP	i	
1900	2	94	was	VBD	be	
1901	3	94	so	RB	so	
1902	4	94	shocked	VBN	shock	
1903	5	94	I	PRP	i	
1904	6	94	could	MD	could	
1905	7	94	n't	RB	not	
1906	8	94	stop	VB	stop	
1907	9	94	myself	PRP	myself	
1908	10	94	from	IN	from	
1909	11	94	saying	VBG	say	
1910	12	94	:	:	:	
1911	13	94	"	``	"	
1912	14	94	Yoroido	NNP	yoroido	GPE
1913	15	94	!	.	!	
1914	1	95	Why	WRB	why	
1915	2	95	,	,	,	
1916	3	95	that	DT	that	
1917	4	95	's	VBZ	'	
1918	5	95	where	WRB	where	
1919	6	95	I	PRP	i	
1920	7	95	grew	VBD	grow	
1921	8	95	up	RP	up	
1922	9	95	!	.	!	
1923	10	95	"	''	"	
1924	1	96	This	DT	this	
1925	2	96	poor	JJ	poor	
1926	3	96	man	NN	man	
1927	4	96	!	.	!	
1928	1	97	His	PRP$	his	
1929	2	97	face	NN	face	
1930	3	97	went	VBD	go	
1931	4	97	through	IN	through	
1932	5	97	the	DT	the	
1933	6	97	most	RBS	most	
1934	7	97	remarkable	JJ	remarkable	
1935	8	97	series	NN	series	
1936	9	97	of	IN	of	
1937	10	97	changes	NNS	change	
1938	11	97	.	.	.	
1939	1	98	He	PRP	he	
1940	2	98	tried	VBD	try	
1941	3	98	his	PRP$	his	
1942	4	98	best	JJS	best	
1943	5	98	to	TO	to	
1944	6	98	smile	VB	smile	
1945	7	98	,	,	,	
1946	8	98	though	IN	though	
1947	9	98	it	PRP	it	
1948	10	98	did	VBD	do	
1949	11	98	n't	RB	not	
1950	12	98	come	VB	come	
1951	13	98	out	RP	out	
1952	14	98	well	RB	well	
1953	15	98	because	IN	because	
1954	16	98	he	PRP	he	
1955	17	98	could	MD	could	
1956	18	98	n't	RB	not	
1957	19	98	get	VB	get	
1958	20	98	the	DT	the	
1959	21	98	look	NN	look	
1960	22	98	of	IN	of	
1961	23	98	shock	NN	shock	
1962	24	98	off	IN	off	
1963	25	98	his	PRP$	his	
1964	26	98	face	NN	face	
1965	27	98	.	.	.	
1966	1	99	Most	JJS	most	
1967	2	99	people	NNS	people	
1968	3	99	had	VBD	have	
1969	4	99	probably	RB	probably	
1970	5	99	never	RB	never	
1971	6	99	heard	VBD	hear	
1972	7	99	the	DT	the	
1973	8	99	term	NN	term	
1974	9	99	"	``	"	
1975	10	99	affluenza	NN	affluenza	
1976	11	99	"	''	"	
1977	12	99	until	IN	until	
1978	13	99	Ethan	NNP	ethan	ORG
1979	14	99	Couch	NNP	couch	ORG
1980	15	99	's	POS	's	ORG
1981	16	99	legal	JJ	legal	
1982	17	99	team	NN	team	
1983	18	99	used	VBD	use	
1984	19	99	it	PRP	it	
1985	20	99	as	IN	as	
1986	21	99	a	DT	a	
1987	22	99	defense	NN	defense	
1988	23	99	in	IN	in	
1989	24	99	his	PRP$	his	
1990	25	99	trial	NN	trial	
1991	26	99	for	IN	for	
1992	27	99	driving	VBG	drive	
1993	28	99	drunk	NN	drunk	
1994	29	99	and	CC	and	
1995	30	99	killing	VBG	kill	
1996	31	99	four	CD	four	CARDINAL
1997	32	99	people	NNS	people	
1998	33	99	in	IN	in	
1999	34	99	Texas	NNP	texas	GPE
2000	35	99	.	.	.	
2001	1	100	And	CC	and	
2002	2	100	,	,	,	
2003	3	100	judging	VBG	judge	
2004	4	100	by	IN	by	
2005	5	100	the	DT	the	
2006	6	100	robust	JJ	robust	
2007	7	100	online	JJ	online	
2008	8	100	conversations	NNS	conversation	
2009	9	100	,	,	,	
2010	10	100	most	JJS	most	
2011	11	100	think	VBP	think	
2012	12	100	the	DT	the	
2013	13	100	claim	NN	claim	
2014	14	100	that	IN	that	
2015	15	100	Couch	NNP	couch	ORG
2016	16	100	was	VBD	be	
2017	17	100	so	RB	so	
2018	18	100	spoiled	VBN	spoil	
2019	19	100	by	IN	by	
2020	20	100	his	PRP$	his	
2021	21	100	parents	NNS	parent	
2022	22	100	that	IN	that	
2023	23	100	he	PRP	he	
2024	24	100	did	VBD	do	
2025	25	100	n't	RB	not	
2026	26	100	grow	VB	grow	
2027	27	100	up	RP	up	
2028	28	100	with	IN	with	
2029	29	100	boundaries	NNS	boundary	
2030	30	100	and	CC	and	
2031	31	100	realize	VB	realize	
2032	32	100	the	DT	the	
2033	33	100	consequences	NNS	consequence	
2034	34	100	of	IN	of	
2035	35	100	his	PRP$	his	
2036	36	100	actions	NNS	action	
2037	37	100	was	VBD	be	
2038	38	100	a	DT	a	
2039	39	100	ridiculous	JJ	ridiculous	
2040	40	100	argument	NN	argument	
2041	41	100	for	IN	for	
2042	42	100	why	WRB	why	
2043	43	100	he	PRP	he	
2044	44	100	should	MD	should	
2045	45	100	n't	RB	not	
2046	46	100	be	VB	be	
2047	47	100	held	VBN	hold	
2048	48	100	accountable	JJ	accountable	
2049	49	100	for	IN	for	
2050	50	100	his	PRP$	his	
2051	51	100	crimes	NNS	crime	
2052	52	100	.	.	.	
2053	1	101	Couch	NNP	couch	ORG
2054	2	101	's	POS	's	
2055	3	101	decision	NN	decision	
2056	4	101	to	TO	to	
2057	5	101	head	VB	head	
2058	6	101	to	IN	to	
2059	7	101	Mexico	NNP	mexico	GPE
2060	8	101	,	,	,	
2061	9	101	a	DT	a	
2062	10	101	violation	NN	violation	
2063	11	101	of	IN	of	
2064	12	101	his	PRP$	his	
2065	13	101	10-year	JJ	10-year	
2066	14	101	probation	NN	probation	
2067	15	101	sentence	NN	sentence	
2068	16	101	,	,	,	
2069	17	101	accompanied	VBN	accompany	
2070	18	101	by	IN	by	
2071	19	101	his	PRP$	his	
2072	20	101	mother	NN	mother	
2073	21	101	has	VBZ	have	
2074	22	101	only	RB	only	
2075	23	101	heightened	VBN	heighten	
2076	24	101	the	DT	the	
2077	25	101	criticism	NN	criticism	
2078	26	101	of	IN	of	
2079	27	101	him	PRP	him	
2080	28	101	and	CC	and	
2081	29	101	his	PRP$	his	
2082	30	101	upbringing	NN	upbringing	
2083	31	101	.	.	.	
2084	1	102	But	CC	but	
2085	2	102	psychologists	NNS	psychologist	
2086	3	102	around	IN	around	
2087	4	102	the	DT	the	
2088	5	102	country	NN	country	
2089	6	102	say	VBP	say	
2090	7	102	there	EX	there	
2091	8	102	is	VBZ	be	
2092	9	102	something	NN	something	
2093	10	102	here	RB	here	
2094	11	102	that	IN	that	
2095	12	102	society	NN	society	
2096	13	102	should	MD	should	
2097	14	102	not	RB	not	
2098	15	102	overlook	VB	overlook	
2099	16	102	:	:	:	
2100	17	102	There	EX	there	
2101	18	102	is	VBZ	be	
2102	19	102	growing	VBG	grow	
2103	20	102	evidence	NN	evidence	
2104	21	102	that	IN	that	
2105	22	102	children	NNS	child	
2106	23	102	of	IN	of	
2107	24	102	the	DT	the	
2108	25	102	affluent	JJ	affluent	
2109	26	102	are	VBP	be	
2110	27	102	becoming	VBG	become	
2111	28	102	"	``	"	
2112	29	102	increasingly	RB	increasingly	
2113	30	102	troubled	JJ	troubled	
2114	31	102	,	,	,	
2115	32	102	reckless	JJ	reckless	
2116	33	102	and	CC	and	
2117	34	102	self	NN	self	
2118	35	102	-	HYPH	-	
2119	36	102	destructive	JJ	destructive	
2120	37	102	,	,	,	
2121	38	102	"	''	"	
2122	39	102	wrote	VBD	write	
2123	40	102	Suniya	NNP	suniya	PERSON
2124	41	102	Luthar	NNP	luthar	PERSON
2125	42	102	,	,	,	
2126	43	102	a	DT	a	
2127	44	102	professor	NN	professor	
2128	45	102	of	IN	of	
2129	46	102	psychology	NN	psychology	
2130	47	102	at	IN	at	
2131	48	102	Arizona	NNP	arizona	ORG
2132	49	102	State	NNP	state	ORG
2133	50	102	University	NNP	university	ORG
2134	51	102	along	IN	along	
2135	52	102	with	IN	with	
2136	53	102	Barry	NNP	barry	PERSON
2137	54	102	Schwartz	NNP	schwartz	PERSON
2138	55	102	,	,	,	
2139	56	102	professor	NN	professor	
2140	57	102	of	IN	of	
2141	58	102	psychology	NN	psychology	
2142	59	102	at	IN	at	
2143	60	102	Swarthmore	NNP	swarthmore	ORG
2144	61	102	College	NNP	college	ORG
2145	62	102	,	,	,	
2146	63	102	in	IN	in	
2147	64	102	a	DT	a	
2148	65	102	blog	NN	blog	
2149	66	102	post	NN	post	
2150	67	102	for	IN	for	
2151	68	102	Reuters	NNP	reuters	ORG
2152	69	102	titled	VBD	title	
2153	70	102	"	``	"	
2154	71	102	Sometimes	RB	sometimes	
2155	72	102	'	''	'	
2156	73	102	poor	JJ	poor	
2157	74	102	little	JJ	little	
2158	75	102	rich	JJ	rich	
2159	76	102	kids	NNS	kid	
2160	77	102	'	POS	'	
2161	78	102	are	VBP	be	
2162	79	102	really	RB	really	
2163	80	102	poor	JJ	poor	
2164	81	102	little	JJ	little	
2165	82	102	rich	JJ	rich	
2166	83	102	kids	NNS	kid	
2167	84	102	.	.	.	
2168	85	102	"	''	"	
2169	1	103	Luthar	NNP	luthar	
2170	2	103	has	VBZ	have	
2171	3	103	been	VBN	be	
2172	4	103	studying	VBG	study	
2173	5	103	the	DT	the	
2174	6	103	lives	NNS	life	
2175	7	103	of	IN	of	
2176	8	103	privileged	JJ	privileged	
2177	9	103	children	NNS	child	
2178	10	103	for	IN	for	
2179	11	103	25	CD	25	DATE
2180	12	103	years	NNS	year	DATE
2181	13	103	.	.	.	
2182	1	104	Her	PRP$	her	
2183	2	104	research	NN	research	
2184	3	104	has	VBZ	have	
2185	4	104	shown	VBN	show	
2186	5	104	that	IN	that	
2187	6	104	drug	NN	drug	
2188	7	104	and	CC	and	
2189	8	104	alcohol	NN	alcohol	
2190	9	104	use	NN	use	
2191	10	104	among	IN	among	
2192	11	104	affluent	JJ	affluent	
2193	12	104	teens	NNS	teen	
2194	13	104	is	VBZ	be	
2195	14	104	higher	JJR	high	
2196	15	104	than	IN	than	
2197	16	104	among	IN	among	
2198	17	104	kids	NNS	kid	
2199	18	104	of	IN	of	
2200	19	104	the	DT	the	
2201	20	104	same	JJ	same	
2202	21	104	age	NN	age	
2203	22	104	group	NN	group	
2204	23	104	in	IN	in	
2205	24	104	inner	JJ	inner	
2206	25	104	cities	NNS	city	
2207	26	104	.	.	.	
2208	1	105	Further	RB	further	
2209	2	105	,	,	,	
2210	3	105	children	NNS	child	
2211	4	105	growing	VBG	grow	
2212	5	105	up	RP	up	
2213	6	105	in	IN	in	
2214	7	105	wealthier	JJR	wealthy	
2215	8	105	households	NNS	household	
2216	9	105	are	VBP	be	
2217	10	105	more	RBR	more	
2218	11	105	likely	JJ	likely	
2219	12	105	to	TO	to	
2220	13	105	be	VB	be	
2221	14	105	suffering	VBG	suffer	
2222	15	105	from	IN	from	
2223	16	105	anxiety	NN	anxiety	
2224	17	105	and	CC	and	
2225	18	105	depression	NN	depression	
2226	19	105	compared	VBN	compare	
2227	20	105	with	IN	with	
2228	21	105	the	DT	the	
2229	22	105	national	JJ	national	
2230	23	105	average	NN	average	
2231	24	105	,	,	,	
2232	25	105	according	VBG	accord	
2233	26	105	to	IN	to	
2234	27	105	the	DT	the	
2235	28	105	research	NN	research	
2236	29	105	.	.	.	
2237	1	106	And	CC	and	
2238	2	106	,	,	,	
2239	3	106	while	IN	while	
2240	4	106	crime	NN	crime	
2241	5	106	is	VBZ	be	
2242	6	106	believed	VBN	believe	
2243	7	106	to	TO	to	
2244	8	106	be	VB	be	
2245	9	106	more	JJR	more	
2246	10	106	of	IN	of	
2247	11	106	an	DT	an	
2248	12	106	issue	NN	issue	
2249	13	106	for	IN	for	
2250	14	106	children	NNS	child	
2251	15	106	living	VBG	live	
2252	16	106	in	IN	in	
2253	17	106	poverty	NN	poverty	
2254	18	106	,	,	,	
2255	19	106	there	EX	there	
2256	20	106	are	VBP	be	
2257	21	106	"	``	"	
2258	22	106	comparable	JJ	comparable	
2259	23	106	levels	NNS	level	
2260	24	106	of	IN	of	
2261	25	106	delinquency	NN	delinquency	
2262	26	106	"	''	"	
2263	27	106	for	IN	for	
2264	28	106	children	NNS	child	
2265	29	106	in	IN	in	
2266	30	106	lower	JJR	low	
2267	31	106	-	HYPH	-	
2268	32	106	income	NN	income	
2269	33	106	and	CC	and	
2270	34	106	upper	JJ	upper	
2271	35	106	-	HYPH	-	
2272	36	106	income	NN	income	
2273	37	106	households	NNS	household	
2274	38	106	,	,	,	
2275	39	106	wrote	VBD	write	
2276	40	106	Luthar	NNP	luthar	GPE
2277	41	106	and	CC	and	
2278	42	106	Schwartz	NNP	schwartz	PERSON
2279	43	106	.	.	.	
2280	1	107	The	DT	the	
2281	2	107	only	JJ	only	
2282	3	107	difference	NN	difference	
2283	4	107	is	VBZ	be	
2284	5	107	the	DT	the	
2285	6	107	form	NN	form	
2286	7	107	the	DT	the	
2287	8	107	rule	NN	rule	
2288	9	107	-	HYPH	-	
2289	10	107	breaking	NN	breaking	
2290	11	107	takes	NNS	take	
2291	12	107	,	,	,	
2292	13	107	they	PRP	they	
2293	14	107	said	VBD	say	
2294	15	107	.	.	.	
2295	1	108	In	IN	in	
2296	2	108	well	RB	well	
2297	3	108	-	HYPH	-	
2298	4	108	off	RP	off	
2299	5	108	households	NNS	household	
2300	6	108	,	,	,	
2301	7	108	it	PRP	it	
2302	8	108	tends	VBZ	tend	
2303	9	108	to	TO	to	
2304	10	108	include	VB	include	
2305	11	108	widespread	JJ	widespread	
2306	12	108	cheating	NN	cheating	
2307	13	108	and	CC	and	
2308	14	108	stealing	VBG	steal	
2309	15	108	from	IN	from	
2310	16	108	parents	NNS	parent	
2311	17	108	and	CC	and	
2312	18	108	peers	NNS	peer	
2313	19	108	.	.	.	
2314	1	109	"	``	"	
2315	2	109	Perhaps	RB	perhaps	
2316	3	109	we	PRP	we	
2317	4	109	need	VBP	need	
2318	5	109	n't	RB	not	
2319	6	109	feel	VB	feel	
2320	7	109	sorry	JJ	sorry	
2321	8	109	for	IN	for	
2322	9	109	these	DT	these	
2323	10	109	'	``	'	
2324	11	109	poor	JJ	poor	
2325	12	109	little	JJ	little	
2326	13	109	rich	JJ	rich	
2327	14	109	kids	NNS	kid	
2328	15	109	.	.	.	
2329	16	109	'	''	'	
2330	1	110	But	CC	but	
2331	2	110	if	IN	if	
2332	3	110	we	PRP	we	
2333	4	110	do	VBP	do	
2334	5	110	n't	RB	not	
2335	6	110	do	VB	do	
2336	7	110	something	NN	something	
2337	8	110	about	IN	about	
2338	9	110	their	PRP$	their	
2339	10	110	problems	NNS	problem	
2340	11	110	,	,	,	
2341	12	110	they	PRP	they	
2342	13	110	will	MD	will	
2343	14	110	become	VB	become	
2344	15	110	everyone	NN	everyone	
2345	16	110	's	POS	's	
2346	17	110	problems	NNS	problem	
2347	18	110	,	,	,	
2348	19	110	"	''	"	
2349	20	110	they	PRP	they	
2350	21	110	wrote	VBD	write	
2351	22	110	.	.	.	
2352	1	111	Luthar	NNP	luthar	
2353	2	111	says	VBZ	say	
2354	3	111	there	EX	there	
2355	4	111	are	VBP	be	
2356	5	111	plenty	NN	plenty	
2357	6	111	of	IN	of	
2358	7	111	reasons	NNS	reason	
2359	8	111	why	WRB	why	
2360	9	111	people	NNS	people	
2361	10	111	get	VBP	get	
2362	11	111	uneasy	JJ	uneasy	
2363	12	111	about	IN	about	
2364	13	111	this	DT	this	
2365	14	111	topic	NN	topic	
2366	15	111	.	.	.	
2367	1	112	One	CD	one	CARDINAL
2368	2	112	is	VBZ	be	
2369	3	112	because	IN	because	
2370	4	112	of	IN	of	
2371	5	112	the	DT	the	
2372	6	112	word	NN	word	
2373	7	112	"	``	"	
2374	8	112	affluent	NN	affluent	
2375	9	112	.	.	.	
2376	10	112	"	''	"	
2377	1	113	People	NNS	people	
2378	2	113	living	VBG	live	
2379	3	113	in	IN	in	
2380	4	113	upper	JJ	upper	
2381	5	113	middle	NN	middle	
2382	6	113	class	NN	class	
2383	7	113	households	NNS	household	
2384	8	113	do	VBP	do	
2385	9	113	n't	RB	not	
2386	10	113	like	VB	like	
2387	11	113	to	TO	to	
2388	12	113	think	VB	think	
2389	13	113	of	IN	of	
2390	14	113	themselves	PRP	themselves	
2391	15	113	as	IN	as	
2392	16	113	affluent	JJ	affluent	
2393	17	113	,	,	,	
2394	18	113	but	CC	but	
2395	19	113	they	PRP	they	
2396	20	113	are	VBP	be	
2397	21	113	.	.	.	
2398	22	113	"	''	"	
2399	1	114	The	DT	the	
2400	2	114	truth	NN	truth	
2401	3	114	is	VBZ	be	
2402	4	114	if	IN	if	
2403	5	114	you	PRP	you	
2404	6	114	are	VBP	be	
2405	7	114	an	DT	an	
2406	8	114	educated	JJ	educated	
2407	9	114	,	,	,	
2408	10	114	white	JJ	white	
2409	11	114	-	HYPH	-	
2410	12	114	collar	JJ	collar	
2411	13	114	professional	JJ	professional	
2412	14	114	family	NN	family	
2413	15	114	,	,	,	
2414	16	114	you	PRP	you	
2415	17	114	are	VBP	be	
2416	18	114	this	DT	this	
2417	19	114	demographic	JJ	demographic	
2418	20	114	,	,	,	
2419	21	114	"	''	"	
2420	22	114	she	PRP	she	
2421	23	114	said	VBD	say	
2422	24	114	in	IN	in	
2423	25	114	an	DT	an	
2424	26	114	interview	NN	interview	
2425	27	114	.	.	.	
2426	1	115	In	IN	in	
2427	2	115	a	DT	a	
2428	3	115	2003	CD	2003	DATE
2429	4	115	research	NN	research	
2430	5	115	paper	NN	paper	
2431	6	115	called	VBN	call	
2432	7	115	"	``	"	WORK_OF_ART
2433	8	115	The	DT	the	WORK_OF_ART
2434	9	115	Culture	NNP	culture	WORK_OF_ART
2435	10	115	of	IN	of	WORK_OF_ART
2436	11	115	Affluence	NNP	affluence	WORK_OF_ART
2437	12	115	,	,	,	WORK_OF_ART
2438	13	115	"	''	"	WORK_OF_ART
2439	14	115	she	PRP	she	
2440	15	115	pointed	VBD	point	
2441	16	115	to	IN	to	
2442	17	115	a	DT	a	
2443	18	115	range	NN	range	
2444	19	115	of	IN	of	
2445	20	115	factors	NNS	factor	
2446	21	115	that	WDT	that	
2447	22	115	are	VBP	be	
2448	23	115	unique	JJ	unique	
2449	24	115	to	IN	to	
2450	25	115	wealthy	JJ	wealthy	
2451	26	115	,	,	,	
2452	27	115	upwardly	RB	upwardly	
2453	28	115	mobile	JJ	mobile	
2454	29	115	America	NNP	america	GPE
2455	30	115	,	,	,	
2456	31	115	which	WDT	which	
2457	32	115	present	VBP	present	
2458	33	115	their	PRP$	their	
2459	34	115	own	JJ	own	
2460	35	115	kinds	NNS	kind	
2461	36	115	of	IN	of	
2462	37	115	challenges	NNS	challenge	
2463	38	115	.	.	.	
2464	1	116	Money	NN	money	
2465	2	116	is	VBZ	be	
2466	3	116	plentiful	JJ	plentiful	
2467	4	116	,	,	,	
2468	5	116	so	IN	so	
2469	6	116	children	NNS	child	
2470	7	116	have	VBP	have	
2471	8	116	more	JJR	more	
2472	9	116	money	NN	money	
2473	10	116	to	TO	to	
2474	11	116	buy	VB	buy	
2475	12	116	drugs	NNS	drug	
2476	13	116	and	CC	and	
2477	14	116	alcohol	NN	alcohol	
2478	15	116	and	CC	and	
2479	16	116	get	VBP	get	
2480	17	116	sophisticated	JJ	sophisticated	
2481	18	116	fake	JJ	fake	
2482	19	116	IDs	NNS	id	
2483	20	116	,	,	,	
2484	21	116	and	CC	and	
2485	22	116	parents	NNS	parent	
2486	23	116	have	VBP	have	
2487	24	116	the	DT	the	
2488	25	116	money	NN	money	
2489	26	116	to	TO	to	
2490	27	116	pay	VB	pay	
2491	28	116	for	IN	for	
2492	29	116	high	JJ	high	
2493	30	116	-	HYPH	-	
2494	31	116	profile	NN	profile	
2495	32	116	lawyers	NNS	lawyer	
2496	33	116	to	TO	to	
2497	34	116	make	VB	make	
2498	35	116	sure	JJ	sure	
2499	36	116	their	PRP$	their	
2500	37	116	children	NNS	child	
2501	38	116	continue	VBP	continue	
2502	39	116	to	TO	to	
2503	40	116	have	VB	have	
2504	41	116	an	DT	an	
2505	42	116	"	``	"	
2506	43	116	absolutely	RB	absolutely	
2507	44	116	pristine	JJ	pristine	
2508	45	116	record	NN	record	
2509	46	116	,	,	,	
2510	47	116	"	''	"	
2511	48	116	she	PRP	she	
2512	49	116	said	VBD	say	
2513	50	116	.	.	.	
2514	1	117	"	``	"	
2515	2	117	We	PRP	we	
2516	3	117	are	VBP	be	
2517	4	117	certainly	RB	certainly	
2518	5	117	not	RB	not	
2519	6	117	saying	VBG	say	
2520	7	117	that	IN	that	
2521	8	117	all	DT	all	
2522	9	117	affluent	JJ	affluent	
2523	10	117	parents	NNS	parent	
2524	11	117	do	VBP	do	
2525	12	117	this	DT	this	
2526	13	117	,	,	,	
2527	14	117	or	CC	or	
2528	15	117	even	RB	even	
2529	16	117	that	DT	that	
2530	17	117	most	JJS	most	
2531	18	117	do	VBP	do	
2532	19	117	.	.	.	
2533	1	118	But	CC	but	
2534	2	118	there	EX	there	
2535	3	118	is	VBZ	be	
2536	4	118	a	DT	a	
2537	5	118	sizable	JJ	sizable	
2538	6	118	and	CC	and	
2539	7	118	vocal	JJ	vocal	
2540	8	118	minority	NN	minority	
2541	9	118	of	IN	of	
2542	10	118	parents	NNS	parent	
2543	11	118	who	WP	who	
2544	12	118	do	VBP	do	
2545	13	118	not	RB	not	
2546	14	118	just	RB	just	
2547	15	118	bail	VB	bail	
2548	16	118	their	PRP$	their	
2549	17	118	kids	NNS	kid	
2550	18	118	out	RP	out	
2551	19	118	but	CC	but	
2552	20	118	do	VB	do	
2553	21	118	it	PRP	it	
2554	22	118	repeatedly	RB	repeatedly	
2555	23	118	and	CC	and	
2556	24	118	do	VB	do	
2557	25	118	it	PRP	it	
2558	26	118	in	IN	in	
2559	27	118	very	RB	very	
2560	28	118	inappropriate	JJ	inappropriate	
2561	29	118	circumstances	NNS	circumstance	
2562	30	118	,	,	,	
2563	31	118	"	''	"	
2564	32	118	said	VBD	say	
2565	33	118	Luthar	NNP	luthar	PERSON
2566	34	118	,	,	,	
2567	35	118	who	WP	who	
2568	36	118	is	VBZ	be	
2569	37	118	also	RB	also	
2570	38	118	professor	NN	professor	
2571	39	118	emerita	NN	emerita	
2572	40	118	at	IN	at	
2573	41	118	Columbia	NNP	columbia	ORG
2574	42	118	University	NNP	university	ORG
2575	43	118	's	POS	's	ORG
2576	44	118	Teachers	NNPS	teachers	ORG
2577	45	118	College	NNP	college	ORG
2578	46	118	.	.	.	
2579	1	119	"	``	"	
2580	2	119	So	RB	so	
2581	3	119	these	DT	these	
2582	4	119	are	VBP	be	
2583	5	119	the	DT	the	
2584	6	119	kids	NNS	kid	
2585	7	119	who	WP	who	
2586	8	119	then	RB	then	
2587	9	119	start	VBP	start	
2588	10	119	to	TO	to	
2589	11	119	believe	VB	believe	
2590	12	119	,	,	,	
2591	13	119	and	CC	and	
2592	14	119	rightfully	RB	rightfully	
2593	15	119	so	RB	so	
2594	16	119	,	,	,	
2595	17	119	I	PRP	i	
2596	18	119	'm	VBP	be	
2597	19	119	not	RB	not	
2598	20	119	getting	VBG	get	
2599	21	119	caught	VBN	catch	
2600	22	119	and	CC	and	
2601	23	119	even	RB	even	
2602	24	119	if	IN	if	
2603	25	119	I	PRP	i	
2604	26	119	do	VBP	do	
2605	27	119	,	,	,	
2606	28	119	nothing	NN	nothing	
