indexInText	indexInSentence	sentenceNumber	token	posTag	lemma
1846	26	107	dear	JJ	dear
1847	27	107	Ann	NNP	Ann
1848	28	107	)	)	)
1849	29	107	.	.	.
1850	1	108	In	IN	In
1851	2	108	American	JJ	American
1852	3	108	transcriptions	NNS	transcription
1853	4	108	,	,	,
1854	5	108	ɔ	NN	ɔ
1855	6	108	:	:	:
1856	7	108	is	VBZ	be
1857	8	108	often	RB	often
1858	9	108	written	VBN	write
1859	10	108	as	IN	a
1860	11	108	ɒ	NN	ɒ
1861	12	108	:	:	:
1862	13	108	(	(	(
1863	14	108	e.g	NN	e.g
1864	15	108	.	.	.
1865	1	109	law	NN	law
1866	2	109	=	NN	=
1867	3	109	lɒ	NN	lɒ
1868	4	109	:	:	:
1869	5	109	)	)	)
1870	6	109	,	,	,
1871	7	109	unless	IN	unless
1872	8	109	it	PRP	it
1873	9	109	is	VBZ	be
1874	10	109	followed	VBN	follow
1875	11	109	by	IN	by
1876	12	109	r	NN	r
1877	13	109	,	,	,
1878	14	109	in	IN	in
1879	15	109	which	WDT	which
1880	16	109	case	NN	case
1881	17	109	it	PRP	it
1882	18	109	remains	VBZ	remain
1883	19	109	an	DT	an
1884	20	109	ɔ	NN	ɔ
1885	21	109	:	:	:
1886	22	109	.	.	.
1887	1	110	Other	JJ	Other
1888	2	110	common	JJ	common
1889	3	110	capital-letter	NN	capital-letter
1890	4	110	symbols	NNS	symbol
1891	5	110	are	VBP	be
1892	6	110	T	NNP	T
1893	7	110	for	IN	for
1894	8	110	{	(	{
1895	9	110	tone	NN	tone
1896	10	110	}	)	}
1897	11	110	,	,	,
1898	12	110	N	NNP	N
1899	13	110	for	IN	for
1900	14	110	{	(	{
1901	15	110	nasal	JJ	nasal
1902	16	110	}	)	}
1903	17	110	,	,	,
1904	18	110	F	NNP	F
1905	19	110	for	IN	for
1906	20	110	{	(	{
1907	21	110	fricative	JJ	fricative
1908	22	110	}	)	}
1909	23	110	(	(	(
1910	24	110	also	RB	also
1911	25	110	S	NNP	S
1912	26	110	for	IN	for
1913	27	110	{	(	{
1914	28	110	voiceless	JJ	voiceless
1915	29	110	fricative	JJ	fricative
1916	30	110	}	)	}
1917	31	110	and	CC	and
1918	32	110	Z	NNP	Z
1919	33	110	for	IN	for
1920	34	110	{	(	{
1921	35	110	voiced	JJ	voiced
1922	36	110	fricative	JJ	fricative
1923	37	110	}	)	}
1924	38	110	)	)	)
1925	39	110	,	,	,
1926	40	110	G	NNP	G
1927	41	110	for	IN	for
1928	42	110	{	(	{
1929	43	110	glide	JJ	glide
1930	44	110	}	)	}
1931	45	110	or	CC	or
1932	46	110	for	IN	for
1933	47	110	{	(	{
1934	48	110	semivowel/liquid	NN	semivowel/liquid
1935	49	110	}	)	}
1936	50	110	,	,	,
1937	51	110	P	NNP	P
1938	52	110	for	IN	for
1939	53	110	{	(	{
1940	54	110	plosive	JJ	plosive
1941	55	110	}	)	}
1942	56	110	(	(	(
1943	57	110	stop	JJ	stop
1944	58	110	)	)	)
1945	59	110	(	(	(
1946	60	110	also	RB	also
1947	61	110	T	NNP	T
1948	62	110	for	IN	for
1949	63	110	{	(	{
1950	64	110	voiceless	JJ	voiceless
1951	65	110	stop	NN	stop
1952	66	110	}	)	}
1953	67	110	and	CC	and
1954	68	110	D	NNP	D
1955	69	110	for	IN	for
1956	70	110	{	(	{
1957	71	110	voiced	JJ	voiced
1958	72	110	stop	VB	stop
1959	73	110	}	)	}
1960	74	110	)	)	)
1961	75	110	,	,	,
1962	76	110	S	NNP	S
1963	77	110	for	IN	for
1964	78	110	{	(	{
1965	79	110	sibilant	JJ	sibilant
1966	80	110	}	)	}
1967	81	110	,	,	,
1968	82	110	L	NNP	L
1969	83	110	for	IN	for
1970	84	110	{	(	{
1971	85	110	liquid	NN	liquid
1972	86	110	}	)	}
1973	87	110	(	(	(
1974	88	110	or	CC	or
1975	89	110	R	NNP	R
1976	90	110	for	IN	for
1977	91	110	{	(	{
1978	92	110	rhotic	JJ	rhotic
1979	93	110	}	)	}
1980	94	110	and	CC	and
1981	95	110	L	NNP	L
1982	96	110	for	IN	for
1983	97	110	{	(	{
1984	98	110	lateral	JJ	lateral
1985	99	110	}	)	}
1986	100	110	)	)	)
1987	101	110	,	,	,
1988	102	110	#	#	#
1989	103	110	or	CC	or
1990	104	110	hash	NN	hash
1991	105	110	for	IN	for
1992	106	110	{	(	{
1993	107	110	click	NN	click
1994	108	110	}	)	}
1995	109	110	,	,	,
1996	110	110	A	NNP	A
1997	111	110	for	IN	for
1998	112	110	{	(	{
1999	113	110	low	JJ	low
2000	114	110	vowel	NN	vowel
2001	115	110	}	)	}
2002	116	110	,	,	,
2003	117	110	U	NNP	U
2004	118	110	for	IN	for
2005	119	110	{	(	{
2006	120	110	rounded	JJ	rounded
2007	121	110	vowel	NN	vowel
2008	122	110	}	)	}
2009	123	110	and	CC	and
2010	124	110	B	NNP	B
2011	125	110	,	,	,
2012	126	110	D	NNP	D
2013	127	110	,	,	,
2014	128	110	J	NNP	J
2015	129	110	or	CC	or
2016	130	110	Ɉ	NNP	Ɉ
2017	131	110	,	,	,
2018	132	110	K	NNP	K
2019	133	110	,	,	,
2020	134	110	Q	NNP	Q
2021	135	110	,	,	,
2022	136	110	Φ	NNP	Φ
2023	137	110	,	,	,
2024	138	110	H	NNP	H
2025	139	110	for	IN	for
2026	140	110	{	(	{
2027	141	110	labial	JJ	labial
2028	142	110	}	)	}
2029	143	110	,	,	,
2030	144	110	{	(	{
2031	145	110	alveolar	JJ	alveolar
2032	146	110	}	)	}
2033	147	110	,	,	,
2034	148	110	{	(	{
2035	149	110	post-alveolar	JJ	post-alveolar
2036	150	110	}	)	}
2037	151	110	or	CC	or
2038	152	110	{	(	{
2039	153	110	palatal	JJ	palatal
2040	154	110	}	)	}
2041	155	110	,	,	,
2042	156	110	{	(	{
2043	157	110	velar	JJ	velar
2044	158	110	}	)	}
2045	159	110	,	,	,
2046	160	110	{	(	{
2047	161	110	uvular	JJ	uvular
2048	162	110	}	)	}
2049	163	110	,	,	,
2050	164	110	{	(	{
2051	165	110	pharyngeal	NN	pharyngeal
2052	166	110	}	)	}
2053	167	110	and	CC	and
2054	168	110	{	(	{
2055	169	110	glottal	JJ	glottal
2056	170	110	}	)	}
2057	171	110	,	,	,
2058	172	110	respectively	RB	respectively
2059	173	110	,	,	,
2060	174	110	and	CC	and
2061	175	110	X	NNP	X
2062	176	110	for	IN	for
2063	177	110	anything	NN	anything
2064	178	110	.	.	.
2065	1	111	He	PRP	He
2066	2	111	says	VBZ	say
2067	3	111	the	DT	the
2068	4	111	big	JJ	big
2069	5	111	questions–“Do	NN	questions–“Do
2070	6	111	you	PRP	you
2071	7	111	really	RB	really
2072	8	111	need	VB	need
2073	9	111	this	DT	this
2074	10	111	much	JJ	much
2075	11	111	money	NN	money
2076	12	111	to	TO	to
2077	13	111	put	VB	put
2078	14	111	up	RP	up
2079	15	111	these	DT	these
2080	16	111	investments	NNS	investment
2081	17	111	?	.	?
2082	1	112	Have	VBP	Have
2083	2	112	you	PRP	you
2084	3	112	told	VBN	tell
2085	4	112	investors	NNS	investor
2086	5	112	what	WP	what
2087	6	112	is	VBZ	be
2088	7	112	happening	VBG	happen
2089	8	112	in	IN	in
2090	9	112	your	PRP$	your
2091	10	112	sector	NN	sector
2092	11	112	?	.	?
2093	1	113	What	WP	What
2094	2	113	about	IN	about
2095	3	113	your	PRP$	your
2096	4	113	track	NN	track
2097	5	113	record	NN	record
2098	6	113	?	.	?
2099	7	113	–“aren’t	JJ	–“aren’t
2100	8	113	asked	VBD	ask
2101	9	113	of	IN	of
2102	10	113	companies	NNS	company
2103	11	113	coming	VBG	come
2104	12	113	to	TO	to
2105	13	113	market	NN	market
2106	14	113	.	.	.
2107	1	114	Within	IN	Within
2108	2	114	the	DT	the
2109	3	114	models.zip	NN	models.zip
2110	4	114	file	NN	file
2111	5	114	are	VBP	be
2112	6	114	general	JJ	general
2113	7	114	models	NNS	model
2114	8	114	trained	VBN	train
2115	9	114	on	IN	on
2116	10	114	various	JJ	various
2117	11	114	corpora	NNS	corpus
2118	12	114	,	,	,
2119	13	114	mostly	RB	mostly
2120	14	114	from	IN	from
2121	15	114	the	DT	the
2122	16	114	OntoNotes	NNP	OntoNotes
2123	17	114	5.0	CD	5.0
2124	18	114	and	CC	and
2125	19	114	more	JJR	more
2126	20	114	.	.	.
