indexInText	indexInSentence	sentenceNumber	token	posTag	lemma	neTag
1679	25	97	http://www.netlingo.com/acronyms.php#sthash.suX04zyM.dpuf	ADD	http://www.netlingo.com/acronyms.php#sthash.sux04zym.dpuf	
1680	26	97	,	,	,	
1681	27	97	aka	RB	aka	
1682	28	97	the	DT	the	
1683	29	97	best	JJS	good	
1684	30	97	site	NN	site	
1685	31	97	on	IN	on	
1686	32	97	the	DT	the	
1687	33	97	internet	NN	internet	
1688	34	97	.	.	.	
1689	1	98	Try	VB	try	
1690	2	98	to	TO	to	
1691	3	98	download	VB	download	
1692	4	98	the	DT	the	
1693	5	98	dmg	NN	dmg	
1694	6	98	at	IN	at	
1695	7	98	developer.apple.com/downloads	NNS	developer.apple.com/download	
1696	8	98	(	-LRB-	(	
1697	9	98	Command	NNP	command	
1698	10	98	line	NN	line	
1699	11	98	tools	NNS	tool	
1700	12	98	OS	NN	o	
1701	13	98	X	NNP	x	
1702	14	98	)	-RRB-	)	
1703	15	98	for	IN	for	
1704	16	98	XCode	NNP	xcode	
1705	17	98	seven	CD	seven	
1706	18	98	.	.	.	
1707	1	99	“	.	"	
1708	1	100	Yeah	UH	yeah	
1709	2	100	,	,	,	
1710	3	100	it	PRP	it	
1711	4	100	was	VBD	be	
1712	5	100	great	JJ	great	
1713	6	100	,	,	,	
1714	7	100	”	''	"	
1715	8	100	he	PRP	he	
1716	9	100	said	VBD	say	
1717	10	100	sarcastically	RB	sarcastically	
1718	11	100	.	.	.	
1719	1	101	Professor	NNP	professor	
1720	2	101	Mark	NNP	mark	PERSON
1721	3	101	Serreze	NNP	serreze	PERSON
1722	4	101	PhD	NN	phd	
1723	5	101	,	,	,	
1724	6	101	the	DT	the	
1725	7	101	center	NN	center	
1726	8	101	's	POS	's	
1727	9	101	director	NN	director	
1728	10	101	,	,	,	
1729	11	101	says	VBZ	say	
1730	12	101	,	,	,	
1731	13	101	"	``	"	
1732	14	101	We	PRP	-PRON-	
1733	15	101	've	VB	have	
1734	16	101	looked	VBN	look	
1735	17	101	at	IN	at	
1736	18	101	the	DT	the	
1737	19	101	average	JJ	average	
1738	20	101	January	NNP	january	DATE
1739	21	101	temperatures	NNS	temperature	
1740	22	101	,	,	,	
1741	23	101	and	CC	and	
1742	24	101	we	PRP	we	
1743	25	101	look	VBP	look	
1744	26	101	at	IN	at	
1745	27	101	what	WP	what	
1746	28	101	we	PRP	we	
1747	29	101	call	VBP	call	
1748	30	101	the	DT	the	
1749	31	101	925	CD	925	CARDINAL
1750	32	101	millibar	NN	millibar	
1751	33	101	level	NN	level	
1752	34	101	,	,	,	
1753	35	101	about	RB	about	QUANTITY
1754	36	101	3,000	CD	3,000	QUANTITY
1755	37	101	feet	NNS	foot	QUANTITY
1756	38	101	up	RB	up	
1757	39	101	in	IN	in	
1758	40	101	the	DT	the	
1759	41	101	atmosphere	NN	atmosphere	
1760	42	101	.	.	.	
1761	43	101	"	''	"	
1762	1	102	The	DT	the	
1763	2	102	headline	NN	headline	
1764	3	102	read	VBD	read	
1765	4	102	:	:	:	
1766	5	102	‘	NFP	'	
1767	1	103	Local	NNP	local	
1768	2	103	Woman	NNP	woman	
1769	3	103	Saves	NNP	saves	
1770	4	103	Geese’.	WP	geese’.	
1771	5	103	I	PRP	i	
1772	6	103	think	VBP	think	
1773	7	103	they	PRP	they	
1774	8	103	meant	VBD	mean	
1775	9	103	“	NFP	"	
1776	1	104	...	:	...	
1777	2	104	finds	VBZ	find	
1778	3	104	inspiration	NN	inspiration	
1779	4	104	in	IN	in	
1780	5	104	cooking	NN	cooking	
1781	6	104	,	,	,	
1782	7	104	her	PRP$	her	
1783	8	104	family	NN	family	
1784	9	104	,	,	,	
1785	10	104	and	CC	and	
1786	11	104	her	PRP$	her	
1787	12	104	dog	NN	dog	
1788	13	104	,	,	,	
1789	14	104	”	NFP	"	
1790	15	104	but	CC	but	
1791	16	104	you	PRP	you	
1792	17	104	never	RB	never	
1793	18	104	can	MD	can	
1794	19	104	be	VB	be	
1795	20	104	sure	JJ	sure	
1796	21	104	about	IN	about	
1797	22	104	people	NNS	people	
1798	23	104	.	.	.	
1799	1	105	Other	JJ	other	
1800	2	105	than	IN	than	
1801	3	105	to	TO	to	
1802	4	105	indicate	VB	indicate	
1803	5	105	dates	NNS	date	
1804	6	105	or	CC	or	
1805	7	105	to	TO	to	
1806	8	105	separate	VB	separate	
1807	9	105	lines	NNS	line	
1808	10	105	of	IN	of	
1809	11	105	poetry	NN	poetry	
1810	12	105	(	-LRB-	(	
1811	13	105	"	``	"	
1812	14	105	Celery	NNP	celery	
1813	15	105	,	,	,	
1814	16	105	raw	JJ	raw	
1815	17	105	/	,	/	
1816	18	105	Develops	NNS	develops	
1817	19	105	the	DT	the	
1818	20	105	jaw	NN	jaw	
1819	21	105	"	''	"	
1820	22	105	)	-RRB-	)	
1821	23	105	,	,	,	
1822	24	105	it	PRP	it	
1823	25	105	has	VBZ	have	
1824	26	105	few	JJ	few	
1825	27	105	defensible	JJ	defensible	
1826	28	105	uses	NNS	us	
1827	29	105	.	.	.	
1828	1	106	For	IN	for	
1829	2	106	example	NN	example	
1830	3	106	,	,	,	
1831	4	106	/ˈkɒntrækt/	NNP	/ˈkɒntrækt/	ORG
1832	5	106	is	VBZ	be	
1833	6	106	pronounced	VBN	pronounce	
1834	7	106	with	IN	with	
1835	8	106	a	DT	a	
1836	9	106	hard	JJ	hard	
1837	10	106	k.	NN	k.	
1838	11	106	"	''	"	
1839	1	107	Still	RB	still	
1840	2	107	,	,	,	
1841	3	107	"	''	"	
1842	4	107	she	PRP	she	
1843	5	107	says	VBZ	say	
1844	6	107	suspiciously	RB	suspiciously	
1845	7	107	,	,	,	
1846	8	107	"	``	"	
1847	9	107	should	MD	should	
1848	10	107	n't	RB	not	
1849	11	107	it	PRP	it	
1850	12	107	have	VB	have	
1851	13	107	a	DT	a	
1852	14	107	reddish	JJ	reddish	
1853	15	107	tint	NN	tint	
1854	16	107	?	.	?	
1855	1	108	"	``	"	
1856	2	108	Use	VB	use	
1857	3	108	a	DT	a	
1858	4	108	period	NN	period	
1859	5	108	(	-LRB-	(	
1860	6	108	written	VBN	write	
1861	7	108	<	XX	<	
1862	8	108	.	.	.	
1863	1	109	>	LS	>	
1864	2	109	)	-RRB-	)	
1865	3	109	at	IN	at	
1866	4	109	the	DT	the	
1867	5	109	end	NN	end	
1868	6	109	of	IN	of	
1869	7	109	a	DT	a	
1870	8	109	complete	JJ	complete	
1871	9	109	sentence	NN	sentence	
1872	10	109	that	WDT	that	
1873	11	109	is	VBZ	be	
1874	12	109	a	DT	a	
1875	13	109	statement	NN	statement	
1876	14	109	.	.	.	
1877	1	110	Take	VB	take	
1878	2	110	Jack	NNP	jack	PERSON
1879	3	110	and	CC	and	
1880	4	110	Jill--'Jack	NNP	jill--'jack	PERSON
1881	5	110	and	CC	and	
1882	6	110	Jill	NNP	jill	PERSON
1883	7	110	went	VBD	go	
1884	8	110	up	IN	up	
1885	9	110	the	DT	the	
1886	10	110	hill	NN	hill	
1887	11	110	to	TO	to	
1888	12	110	fetch	VB	fetch	
1889	13	110	a	DT	a	
1890	14	110	pail	NN	pail	
1891	15	110	of	IN	of	
1892	16	110	water	NN	water	
1893	17	110	;	:	;	
1894	18	110	Jack	NNP	jack	PERSON
1895	19	110	fell	VBD	fall	
1896	20	110	down	RP	down	
1897	21	110	and	CC	and	
1898	22	110	broke	VBD	break	
1899	23	110	his	PRP$	his	
1900	24	110	crown	NN	crown	
1901	25	110	and	CC	and	
1902	26	110	Jill	NNP	jill	PERSON
1903	27	110	came	VBD	come	
1904	28	110	tumbling	VBG	tumble	
1905	29	110	after	IN	after	
1906	30	110	.	.	.	
1907	31	110	'	''	'	
1908	1	111	It	PRP	it	
1909	2	111	does	VBZ	do	
1910	3	111	not	RB	not	
1911	4	111	normally	RB	normally	
1912	5	111	use	VB	use	
1913	6	111	combinations	NNS	combination	
1914	7	111	of	IN	of	
1915	8	111	letters	NNS	letter	
1916	9	111	to	TO	to	
1917	10	111	represent	VB	represent	
1918	11	111	single	JJ	single	
1919	12	111	sounds	NNS	sound	
1920	13	111	,	,	,	
1921	14	111	the	DT	the	
1922	15	111	way	NN	way	
1923	16	111	English	NNP	english	LANGUAGE
1924	17	111	does	VBZ	do	
1925	18	111	with	IN	with	
1926	19	111	⟨sh⟩	NNP	⟨sh⟩	
1927	20	111	or	CC	or	
1928	21	111	single	JJ	single	
1929	22	111	letters	NNS	letter	
1930	23	111	to	TO	to	
1931	24	111	represent	VB	represent	
1932	25	111	multiple	JJ	multiple	
1933	26	111	sounds	NNS	sound	
1934	27	111	,	,	,	
1935	28	111	such	JJ	such	
1936	29	111	as	IN	as	
1937	30	111	x.	NN	x.	
1938	1	112	The	DT	the	
1939	2	112	Scarecrow	NNP	scarecrow	
1940	3	112	and	CC	and	
1941	4	112	the	DT	the	ORG
1942	5	112	Tin	NNP	tin	ORG
1943	6	112	Woodman	NNP	woodman	ORG
1944	7	112	stood	VBD	stand	
1945	8	112	up	RP	up	
1946	9	112	in	IN	in	
1947	10	112	a	DT	a	
1948	11	112	corner	NN	corner	
1949	12	112	and	CC	and	
1950	13	112	kept	VBD	keep	
1951	14	112	quiet	JJ	quiet	
1952	15	112	all	DT	all	
1953	16	112	night	NN	night	
1954	17	112	,	,	,	
1955	18	112	although	IN	although	
1956	19	112	of	IN	of	
1957	20	112	course	NN	course	
1958	21	112	they	PRP	they	
1959	22	112	could	MD	could	
1960	23	112	not	RB	not	
1961	24	112	sleep	VB	sleep	
1962	25	112	.	.	.	
1963	1	113	-	HYPH	-	
1964	2	113	L.	NNP	l.	
1965	3	113	Frank	NNP	frank	
1966	4	113	Baum	NNP	baum	
1967	5	113	Because	IN	because	
1968	6	113	they	PRP	they	
1969	7	113	did	VBD	do	
1970	8	113	not	RB	not	
1971	9	113	understand	VB	understand	
1972	10	113	English	NNP	english	LANGUAGE
1973	11	113	grammar	NN	grammar	
1974	12	113	very	RB	very	
1975	13	113	well	RB	well	
1976	14	113	,	,	,	
1977	15	113	they	PRP	they	
1978	16	113	came	VBD	come	
1979	17	113	to	IN	to	
1980	18	113	this	DT	this	
1981	19	113	web	NN	web	
1982	20	113	page	NN	page	
1983	21	113	and	CC	and	
1984	22	113	posted	VBD	post	
1985	23	113	inaccurate	JJ	inaccurate	
1986	24	113	examples	NNS	example	
1987	25	113	in	IN	in	
1988	26	113	the	DT	the	
1989	27	113	comment	NN	comment	
1990	28	113	section	NN	section	
1991	29	113	.	.	.	
1992	1	114	:)	NFP	:)	
1993	1	115	The	DT	the	
1994	2	115	prime	JJ	prime	
1995	3	115	minister	NN	minister	
1996	4	115	said	VBD	say	
1997	5	115	:	:	:	
1998	6	115	"	``	"	
1999	7	115	We	PRP	we	
2000	8	115	will	MD	will	
2001	9	115	fight	VB	fight	
2002	10	115	.	.	.	
2003	1	116	We	PRP	we	
2004	2	116	will	MD	will	
2005	3	116	not	RB	not	
2006	4	116	give	VB	give	
2007	5	116	up	RP	up	
2008	6	116	.	.	.	
2009	1	117	We	PRP	we	
2010	2	117	will	MD	will	
2011	3	117	win	VB	win	
2012	4	117	the	DT	the	
2013	5	117	next	JJ	next	
2014	6	117	election	NN	election	
2015	7	117	.	.	.	
2016	1	118	"	''	"	
2017	2	118	'	``	'	
2018	3	118	Run	VBN	run	
2019	4	118	as	RB	as	
2020	5	118	fast	RB	fast	
2021	6	118	as	IN	as	
2022	7	118	you	PRP	you	
2023	8	118	can	MD	can	
2024	9	118	!	.	!	
2025	10	118	'	''	'	
2026	1	119	he	PRP	he	
2027	2	119	shouted	VBD	shout	
2028	3	119	.	.	.	
2029	1	120	In	IN	in	
2030	2	120	eəʳ	NN	eəʳ	
2031	3	120	ɪəʳ	NN	ɪəʳ	
2032	4	120	ʊəʳ	NN	ʊəʳ	
2033	5	120	,	,	,	
2034	6	120	the	DT	the	
2035	7	120	r	NN	r	
2036	8	120	is	VBZ	be	
2037	9	120	not	RB	not	
2038	10	120	pronounced	VBN	pronounce	
2039	11	120	in	IN	in	
2040	12	120	BrE	NNP	bre	LOC
2041	13	120	,	,	,	
2042	14	120	unless	IN	unless	
2043	15	120	the	DT	the	
2044	16	120	sound	NN	sound	
2045	17	120	comes	VBZ	come	
2046	18	120	before	IN	before	
2047	19	120	a	DT	a	
2048	20	120	vowel	NN	vowel	
2049	21	120	(	-LRB-	(	
2050	22	120	as	RB	as	
2051	23	120	in	RB	in	
2052	24	120	dearest	JJS	dear	
2053	25	120	,	,	,	
2054	26	120	dear	JJ	dear	
2055	27	120	Ann	NNP	ann	PERSON
2056	28	120	)	-RRB-	)	
2057	29	120	.	.	.	
2058	1	121	In	IN	in	
2059	2	121	American	JJ	american	NORP
2060	3	121	transcriptions	NNS	transcription	
2061	4	121	,	,	,	
2062	5	121	ɔ	NN	ɔ	
2063	6	121	:	:	:	
2064	7	121	is	VBZ	be	
2065	8	121	often	RB	often	
2066	9	121	written	VBN	write	
2067	10	121	as	IN	as	
2068	11	121	ɒ	NNP	ɒ	
2069	12	121	:	:	:	
2070	13	121	(	-LRB-	(	
2071	14	121	e.g.	JJ	e.g.	
2072	15	121	law	NN	law	
2073	16	121	=	VBZ	=	
2074	17	121	lɒ	NN	lɒ	
2075	18	121	:	:	:	
2076	19	121	)	-RRB-	)	
2077	20	121	,	,	,	
2078	21	121	unless	IN	unless	
2079	22	121	it	PRP	it	
2080	23	121	is	VBZ	be	
2081	24	121	followed	VBN	follow	
2082	25	121	by	IN	by	
2083	26	121	r	NN	r	
2084	27	121	,	,	,	
2085	28	121	in	IN	in	
2086	29	121	which	WDT	which	
2087	30	121	case	NN	case	
2088	31	121	it	PRP	it	
2089	32	121	remains	VBZ	remain	
2090	33	121	an	DT	an	
2091	34	121	ɔ	NN	ɔ	
2092	35	121	:	:	:	
2093	36	121	.	.	.	
2094	1	122	Other	JJ	other	
2095	2	122	common	JJ	common	
2096	3	122	capital	NN	capital	
2097	4	122	-	HYPH	-	
2098	5	122	letter	NN	letter	
2099	6	122	symbols	NNS	symbol	
2100	7	122	are	VBP	be	
2101	8	122	T	NNP	t	
2102	9	122	for	IN	for	
2103	10	122	{	-LRB-	{	
2104	11	122	tone	NN	tone	
2105	12	122	}	-RRB-	}	
2106	13	122	,	,	,	
2107	14	122	N	NNP	n	
2108	15	122	for	IN	for	
2109	16	122	{	-LRB-	{	
2110	17	122	nasal	JJ	nasal	
2111	18	122	}	-RRB-	}	
2112	19	122	,	,	,	
2113	20	122	F	NNP	f	
2114	21	122	for	IN	for	
2115	22	122	{	-LRB-	{	
2116	23	122	fricative	JJ	fricative	
2117	24	122	}	-RRB-	}	
2118	25	122	(	-LRB-	(	
2119	26	122	also	RB	also	
2120	27	122	S	NNP	s	
2121	28	122	for	IN	for	
2122	29	122	{	-LRB-	{	
2123	30	122	voiceless	JJ	voiceless	
2124	31	122	fricative	JJ	fricative	
2125	32	122	}	-RRB-	}	
2126	33	122	and	CC	and	
2127	34	122	Z	NNP	z	
2128	35	122	for	IN	for	
2129	36	122	{	-LRB-	{	
2130	37	122	voiced	VBN	voice	
2131	38	122	fricative	JJ	fricative	
2132	39	122	}	-RRB-	}	
2133	40	122	)	-RRB-	)	
2134	41	122	,	,	,	
2135	42	122	G	NN	g	
2136	43	122	for	IN	for	
2137	44	122	{	-LRB-	{	
2138	45	122	glide	NN	glide	
2139	46	122	}	-RRB-	}	
2140	47	122	or	CC	or	
2141	48	122	for	IN	for	
2142	49	122	{	-LRB-	{	
2143	50	122	semivowel/liquid	NN	semivowel/liquid	
2144	51	122	}	-RRB-	}	
2145	52	122	,	,	,	
2146	53	122	P	NN	p	
2147	54	122	for	IN	for	
2148	55	122	{	-LRB-	{	
2149	56	122	plosive	JJ	plosive	
2150	57	122	}	-RRB-	}	
2151	58	122	(	-LRB-	(	
2152	59	122	stop	VB	stop	
2153	60	122	)	-RRB-	)	
2154	61	122	(	-LRB-	(	
2155	62	122	also	RB	also	
2156	63	122	T	NNP	t	
2157	64	122	for	IN	for	
2158	65	122	{	-LRB-	{	
2159	66	122	voiceless	JJ	voiceless	
2160	67	122	stop	VB	stop	
2161	68	122	}	-RRB-	}	
2162	69	122	and	CC	and	
2163	70	122	D	NNP	d	
2164	71	122	for	IN	for	
2165	72	122	{	-LRB-	{	
2166	73	122	voiced	JJ	voiced	
2167	74	122	stop	VB	stop	
2168	75	122	}	-RRB-	}	
2169	76	122	)	-RRB-	)	
2170	77	122	,	,	,	
2171	78	122	S	NNP	s	
2172	79	122	for	IN	for	
2173	80	122	{	-LRB-	{	
2174	81	122	sibilant	JJ	sibilant	
2175	82	122	}	-RRB-	}	
2176	83	122	,	,	,	
2177	84	122	L	NNP	l	
2178	85	122	for	IN	for	
2179	86	122	{	-LRB-	{	
2180	87	122	liquid	JJ	liquid	
2181	88	122	}	-RRB-	}	
2182	89	122	(	-LRB-	(	
2183	90	122	or	CC	or	
2184	91	122	R	NNP	r	
2185	92	122	for	IN	for	
2186	93	122	{	-LRB-	{	
2187	94	122	rhotic	JJ	rhotic	
2188	95	122	}	-RRB-	}	
2189	96	122	and	CC	and	
2190	97	122	L	NNP	l	
2191	98	122	for	IN	for	
2192	99	122	{	-LRB-	{	
2193	100	122	lateral	JJ	lateral	
2194	101	122	}	-RRB-	}	
2195	102	122	)	-RRB-	)	
2196	103	122	,	,	,	
2197	104	122	#	NN	#	
2198	105	122	or	CC	or	
2199	106	122	hash	NN	hash	
2200	107	122	for	IN	for	
2201	108	122	{	-LRB-	{	
2202	109	122	click	NN	click	
2203	110	122	}	-RRB-	}	
2204	111	122	,	,	,	
2205	112	122	A	NNP	a	
2206	113	122	for	IN	for	
2207	114	122	{	-LRB-	{	
2208	115	122	low	JJ	low	
2209	116	122	vowel	NN	vowel	
2210	117	122	}	-RRB-	}	
2211	118	122	,	,	,	
2212	119	122	U	NNP	u	
2213	120	122	for	IN	for	
2214	121	122	{	-LRB-	{	
2215	122	122	rounded	JJ	rounded	
2216	123	122	vowel	NN	vowel	
2217	124	122	}	-RRB-	}	
2218	125	122	and	CC	and	
2219	126	122	B	NN	b	
2220	127	122	,	,	,	
2221	128	122	D	NN	d	
2222	129	122	,	,	,	
2223	130	122	J	NNP	j	
2224	131	122	or	CC	or	
2225	132	122	Ɉ	NNP	ɉ	
2226	133	122	,	,	,	
2227	134	122	K	NNP	k	
2228	135	122	,	,	,	
2229	136	122	Q	NNP	q	
2230	137	122	,	,	,	
2231	138	122	Φ	NNP	φ	
2232	139	122	,	,	,	
2233	140	122	H	NN	h	
2234	141	122	for	IN	for	
2235	142	122	{	-LRB-	{	
2236	143	122	labial	JJ	labial	
2237	144	122	}	-RRB-	}	
2238	145	122	,	,	,	
2239	146	122	{	-LRB-	{	
2240	147	122	alveolar	JJ	alveolar	
2241	148	122	}	-RRB-	}	
2242	149	122	,	,	,	
2243	150	122	{	-LRB-	{	
2244	151	122	post	NN	post	
2245	152	122	-	HYPH	-	
2246	153	122	alveolar	JJ	alveolar	
2247	154	122	}	-RRB-	}	
2248	155	122	or	CC	or	
2249	156	122	{	-LRB-	{	
2250	157	122	palatal	JJ	palatal	
2251	158	122	}	-RRB-	}	
2252	159	122	,	,	,	
2253	160	122	{	-LRB-	{	
2254	161	122	velar	JJ	velar	
2255	162	122	}	-RRB-	}	
2256	163	122	,	,	,	
2257	164	122	{	-LRB-	{	
2258	165	122	uvular	JJ	uvular	
2259	166	122	}	-RRB-	}	
2260	167	122	,	,	,	
2261	168	122	{	-LRB-	{	
2262	169	122	pharyngeal	NN	pharyngeal	
2263	170	122	}	-RRB-	}	
2264	171	122	and	CC	and	
2265	172	122	{	-LRB-	{	
2266	173	122	glottal	NN	glottal	
2267	174	122	}	-RRB-	}	
2268	175	122	,	,	,	
2269	176	122	respectively	RB	respectively	
2270	177	122	,	,	,	
2271	178	122	and	CC	and	
2272	179	122	X	NN	x	
2273	180	122	for	IN	for	
2274	181	122	anything	NN	anything	
2275	182	122	.	.	.	
2276	1	123	He	PRP	he	
2277	2	123	says	VBZ	say	
2278	3	123	the	DT	the	
2279	4	123	big	JJ	big	
2280	5	123	questions–“Do	NN	questions–“do	
2281	6	123	you	PRP	you	
2282	7	123	really	RB	really	
2283	8	123	need	VBP	need	
2284	9	123	this	DT	this	
2285	10	123	much	JJ	much	
2286	11	123	money	NN	money	
2287	12	123	to	TO	to	
2288	13	123	put	VB	put	
2289	14	123	up	RP	up	
2290	15	123	these	DT	these	
2291	16	123	investments	NNS	investment	
2292	17	123	?	.	?	
2293	1	124	Have	VBP	have	
2294	2	124	you	PRP	you	
2295	3	124	told	VBN	tell	
2296	4	124	investors	NNS	investor	
2297	5	124	what	WP	what	
2298	6	124	is	VBZ	be	
2299	7	124	happening	VBG	happen	
2300	8	124	in	IN	in	
2301	9	124	your	PRP$	your	
2302	10	124	sector	NN	sector	
2303	11	124	?	.	?	
2304	1	125	What	WP	what	
2305	2	125	about	IN	about	
2306	3	125	your	PRP$	your	
2307	4	125	track	NN	track	
2308	5	125	record?–“aren’t	NN	record?–“aren’t	
2309	6	125	asked	VBD	ask	
2310	7	125	of	IN	of	
2311	8	125	companies	NNS	company	
2312	9	125	coming	VBG	come	
2313	10	125	to	IN	to	
2314	11	125	market	NN	market	
2315	12	125	.	.	.	
